Serial Number,Outlook,Temperature,Windy,Humidity,precipitation,temp_max,temp_min,wind
344,Sunny,Mild,FALSE,Normal,6.186632299,13.11957844,4.649345133,4.638450329
345,Overcast,Cool,TRUE,High,1.279748868,10.05043608,4.358041119,5.95021408
346,Overcast,Hot,FALSE,High,19.59258235,2.20977341,0.694084917,3.805975794
347,Sunny,Hot,FALSE,Normal,25.31498422,10.71909862,8.924876134,7.477434561
348,Overcast,Mild,TRUE,Normal,29.02374331,16.33982269,8.348599121,2.370053458
349,Overcast,Hot,FALSE,Normal,28.03325939,4.539022549,-1.308958127,4.219007082
350,Overcast,Mild,FALSE,Normal,17.1657221,17.99449401,-1.509387191,5.554846445
351,Rainy,Mild,FALSE,Normal,28.98946918,6.404817721,5.607432597,1.371691636
352,Sunny,Cool,FALSE,Normal,25.42902398,2.620326288,1.2184096,4.475506406
353,Rainy,Mild,FALSE,Normal,27.38537596,10.42153803,5.46707679,1.318659411
354,Rainy,Hot,FALSE,Normal,12.16185809,10.61933432,2.848176765,3.926757961
355,Sunny,Mild,TRUE,High,26.03986101,6.3783839,1.290448193,5.822081994
356,Rainy,Mild,TRUE,Normal,0.593701139,19.7011188,9.362730578,1.694712446
357,Sunny,Cool,TRUE,Normal,11.85012431,18.22746759,4.783959685,4.389559755
358,Rainy,Mild,TRUE,High,9.214005163,18.67097215,0.474392448,2.130250414
359,Sunny,Mild,TRUE,High,21.22081649,14.15158693,7.481550737,7.916561604
360,Rainy,Mild,FALSE,Normal,10.38517697,12.464577,1.878413482,3.830803123
361,Sunny,Hot,TRUE,Normal,11.70750338,19.04824178,1.87082845,5.350456265
362,Rainy,Hot,FALSE,High,14.98704427,2.04510089,1.951969298,4.307119298
363,Sunny,Hot,TRUE,High,17.02709271,10.80863779,3.57459742,5.173985777
364,Rainy,Hot,TRUE,Normal,28.84507443,12.63583808,-1.273470269,7.060510808
365,Overcast,Cool,TRUE,Normal,17.73951878,11.0359454,1.652980561,3.312356927
366,Sunny,Mild,TRUE,High,29.75557455,12.27622114,1.626615394,4.525738047
367,Sunny,Mild,FALSE,High,23.66877732,18.69750369,6.6426194,3.767934123
368,Sunny,Cool,FALSE,High,12.06498156,18.3573585,3.719727349,6.55214761
369,Overcast,Cool,FALSE,Normal,17.05832942,11.31427016,3.003723174,4.936559229
370,Sunny,Mild,TRUE,Normal,28.78771722,2.850701662,2.181999798,7.912096642
371,Sunny,Cool,TRUE,High,0.014390297,10.50458053,-0.51712456,5.822181099
372,Rainy,Mild,TRUE,Normal,26.07532581,13.72603213,2.740707673,6.296196774
373,Sunny,Mild,FALSE,High,22.93168408,3.948612045,-2.352269363,1.623194194
374,Sunny,Cool,TRUE,High,10.63117787,2.253696428,3.524161154,1.617159456
375,Sunny,Mild,TRUE,Normal,22.9000597,16.3753632,9.825293608,6.53655233
376,Sunny,Hot,TRUE,High,15.70823204,9.863513007,4.438995588,4.19896061
377,Overcast,Mild,FALSE,Normal,12.41419238,17.38762651,5.906234475,3.423732213
378,Overcast,Mild,TRUE,High,11.33345848,9.665006055,1.732781408,3.634332229
379,Sunny,Cool,TRUE,High,27.33123078,3.721093571,-1.637813993,3.81056166
380,Rainy,Mild,TRUE,High,28.00427722,14.10792959,6.017629,5.753707226
381,Overcast,Hot,TRUE,High,11.49509803,17.28527911,8.821460995,6.384415205
382,Sunny,Hot,FALSE,High,17.44332695,17.56179078,2.10442159,1.246980126
383,Sunny,Hot,TRUE,Normal,13.85182751,11.06407639,-2.77237345,3.660463966
384,Rainy,Mild,TRUE,Normal,12.38398638,5.667792146,7.791970368,1.713941157
385,Overcast,Hot,FALSE,Normal,28.13987929,3.89150372,-1.273001969,3.181965991
386,Sunny,Cool,TRUE,Normal,14.05601511,12.2169376,1.457520147,1.179881397
387,Overcast,Hot,FALSE,Normal,21.85072743,0.365723373,9.14530409,4.996636307
388,Rainy,Mild,FALSE,Normal,2.280114115,7.605271799,2.360214158,4.055867355
389,Sunny,Mild,FALSE,High,29.00794988,5.077667671,-1.840068262,6.923425453
390,Sunny,Hot,TRUE,Normal,7.53105101,4.785478543,9.166208497,4.432788609
391,Sunny,Cool,TRUE,Normal,4.556023531,16.68830654,-1.820115607,3.705489786
392,Overcast,Hot,TRUE,High,19.39481307,3.139562372,-1.969855752,3.76041575
393,Sunny,Hot,TRUE,High,13.28951781,17.94229529,-2.774231976,4.42159592
394,Overcast,Hot,TRUE,Normal,1.023603889,0.237071284,0.103335807,5.14298134
395,Rainy,Mild,FALSE,Normal,22.67293919,6.45272648,6.80127675,5.507800229
396,Rainy,Mild,FALSE,Normal,8.576856545,15.05953437,-0.567432347,2.634421739
397,Overcast,Mild,FALSE,Normal,24.27180528,16.33896162,1.509886025,5.493324962
398,Sunny,Cool,TRUE,Normal,12.1918907,4.806063536,9.237098758,6.407456092
399,Sunny,Cool,TRUE,Normal,25.69457317,10.12228338,-1.354618489,1.479586193
400,Overcast,Hot,TRUE,Normal,28.12711764,15.49534816,9.242327233,3.325336894
401,Sunny,Hot,TRUE,High,19.22538361,17.73423554,-2.990105624,5.435867063
402,Overcast,Hot,FALSE,High,15.25857957,17.86385507,6.37873134,5.269684015
403,Overcast,Cool,TRUE,High,12.31373772,5.029979093,8.987554734,7.949184214
404,Overcast,Hot,FALSE,Normal,4.864966181,10.26906497,-0.991266865,5.752689724
405,Rainy,Mild,TRUE,Normal,29.82919481,15.41024501,7.862196998,4.292405332
406,Rainy,Cool,TRUE,Normal,14.44067496,12.74825618,0.820918805,3.50657633
407,Overcast,Hot,FALSE,High,28.24090849,0.777245722,8.43698703,1.917043161
408,Rainy,Mild,FALSE,Normal,5.960101139,13.69341863,7.175758147,1.950910935
409,Overcast,Hot,TRUE,Normal,22.81992909,3.951690246,5.780356929,5.396284653
410,Sunny,Hot,TRUE,High,11.46842636,4.514689243,2.955310923,6.404031514
411,Rainy,Mild,TRUE,High,3.310377294,9.227224082,0.784826835,7.297589288
412,Sunny,Cool,FALSE,Normal,19.62466806,2.133186615,-0.082129051,5.753912678
413,Rainy,Hot,TRUE,High,29.24690131,8.958483658,3.713084865,1.031677013
414,Rainy,Hot,TRUE,High,23.87678178,6.021071745,8.960891316,3.572098751
415,Rainy,Cool,FALSE,Normal,14.54178491,13.71221526,8.7773911,7.686834347
416,Sunny,Hot,TRUE,High,1.739697869,9.083660426,8.098419972,7.703059832
417,Sunny,Cool,TRUE,Normal,29.67095237,16.04616194,9.615349811,6.461467367
418,Rainy,Mild,FALSE,High,27.63818543,18.68517244,6.708981929,6.85397408
419,Overcast,Mild,TRUE,High,3.29699548,9.480638899,4.467313182,5.296147927
420,Overcast,Hot,TRUE,High,26.71579778,15.55459062,9.386319027,3.631410871
421,Overcast,Cool,TRUE,High,10.00202436,18.93111338,4.637476626,6.270651464
422,Sunny,Hot,TRUE,Normal,9.125743232,3.132850166,-0.157116755,1.141744299
423,Sunny,Cool,TRUE,Normal,19.41501667,1.885755465,3.90968814,1.529415974
424,Sunny,Cool,FALSE,Normal,24.46217889,17.45625729,4.740683656,5.63477077
425,Rainy,Hot,FALSE,High,7.959603588,7.610036606,3.805719353,7.775948694
426,Overcast,Mild,TRUE,High,24.30631929,8.712143229,7.649871716,1.316346368
427,Rainy,Cool,FALSE,Normal,5.112991453,17.14105148,-1.009110966,1.365343424
428,Rainy,Mild,TRUE,High,10.29026731,14.46228403,4.8991215,2.595370743
429,Rainy,Cool,TRUE,High,29.44926136,18.62421175,8.654694833,6.199070955
430,Sunny,Hot,FALSE,High,10.63981385,14.57338876,9.497126738,3.731404737
431,Rainy,Mild,FALSE,Normal,9.025872717,10.99926136,6.962319943,6.431216056
432,Overcast,Cool,FALSE,High,13.90988513,12.00316531,5.628445376,4.772621386
433,Rainy,Cool,TRUE,Normal,20.89062474,10.79147864,2.779197972,2.01932391
434,Rainy,Cool,FALSE,High,9.722232995,11.43160799,-2.996238832,3.821535977
435,Rainy,Cool,FALSE,Normal,9.464992354,13.04405528,5.833532919,2.05085783
436,Overcast,Mild,FALSE,Normal,27.10521144,8.538387667,9.626633548,5.185963447
437,Rainy,Cool,FALSE,Normal,23.94746696,0.250067443,4.964515078,6.241043853
438,Rainy,Cool,TRUE,Normal,16.80026084,5.691251596,8.050098416,3.174271561
439,Overcast,Hot,TRUE,High,25.28765411,3.930049105,-0.466777828,1.052711784
440,Rainy,Hot,TRUE,Normal,4.156602753,1.432395824,3.838416601,6.344056479
441,Overcast,Mild,TRUE,High,26.437416,7.305071679,4.572989886,7.437399484
442,Overcast,Mild,TRUE,Normal,23.06336217,18.02687687,1.303710035,3.173833988
443,Sunny,Cool,TRUE,High,8.886817718,9.081772324,0.196960963,2.555009374
444,Sunny,Hot,FALSE,Normal,20.4894882,6.242351858,6.124833018,5.563794207
445,Overcast,Hot,FALSE,Normal,7.722426329,17.85908215,7.61310116,5.763216168
446,Overcast,Cool,FALSE,High,20.93999588,6.418671227,5.129319618,1.127020206
447,Rainy,Hot,FALSE,High,15.16262552,9.64757527,8.629249854,2.984554748
448,Sunny,Mild,TRUE,Normal,13.32256398,14.85448541,9.28709586,4.672207719
449,Rainy,Hot,TRUE,High,19.75309305,11.18310959,1.567675286,2.140199173
450,Overcast,Hot,FALSE,High,19.37802689,5.164803494,5.917306449,4.531149782
451,Rainy,Hot,FALSE,High,14.40468406,4.831263662,8.827912945,3.175080646
452,Overcast,Hot,FALSE,High,6.696457503,0.76752115,-0.6407927,4.350330801
453,Rainy,Hot,TRUE,High,14.32263917,3.488627968,9.911634874,5.238485698
454,Overcast,Mild,FALSE,Normal,10.33525973,6.194066926,9.285627697,5.10020714
455,Overcast,Mild,FALSE,High,12.9408324,4.756757869,6.050297392,2.940547624
456,Sunny,Cool,TRUE,Normal,18.32383396,18.68984952,8.131385104,3.731880809
457,Overcast,Cool,TRUE,High,25.25624952,2.160656766,6.056052794,7.435004224
458,Sunny,Cool,TRUE,High,4.455602519,4.28197183,8.678208997,1.468894959
459,Sunny,Mild,TRUE,High,16.90909815,0.934875758,7.104162893,3.504917892
460,Sunny,Mild,TRUE,High,26.60092466,11.3721835,7.77562421,5.086414181
461,Overcast,Cool,FALSE,High,11.17192954,12.85978165,7.369794956,7.308618811
462,Overcast,Mild,TRUE,High,20.82481127,18.64141036,8.818052763,5.558600519
463,Overcast,Hot,TRUE,High,7.526420432,14.54363231,4.311953292,4.447693738
464,Sunny,Cool,FALSE,High,24.24171827,17.30826612,6.722945552,1.138502766
465,Sunny,Mild,FALSE,Normal,10.91789372,3.240967803,4.485488719,5.409271311
466,Sunny,Cool,TRUE,High,19.90669681,7.514000953,5.200342703,7.287870196
467,Sunny,Hot,FALSE,High,27.6714567,7.578382359,-1.02313606,4.66420904
468,Overcast,Cool,FALSE,High,27.28691044,15.27115117,-0.987492609,3.263613261
469,Rainy,Cool,FALSE,Normal,8.161713369,17.49944083,2.753369098,4.842490914
470,Rainy,Cool,TRUE,Normal,22.67763693,7.679291706,5.281102466,1.491053111
471,Sunny,Hot,FALSE,High,25.67763616,6.031886805,9.674287282,7.247807393
472,Rainy,Mild,FALSE,High,25.12798967,5.43817962,5.858580157,2.484174624
473,Rainy,Cool,FALSE,High,28.34812114,2.553575133,-0.233326162,1.617405833
474,Overcast,Mild,TRUE,High,7.599326428,19.36148048,7.195346269,2.410907207
475,Overcast,Mild,FALSE,Normal,18.94543829,5.045364478,0.841290412,2.149884259
476,Rainy,Hot,TRUE,Normal,29.81287519,13.60036592,-0.523037257,1.079895642
477,Sunny,Hot,FALSE,Normal,11.94297388,18.41371698,1.637973358,5.685742164
478,Overcast,Mild,FALSE,Normal,28.39245637,9.655148581,0.510517036,3.162136556
479,Rainy,Hot,TRUE,Normal,7.74773952,9.706437069,5.619101233,6.805802434
480,Overcast,Mild,FALSE,Normal,4.534689553,12.96380059,-2.635639998,1.25410516
481,Rainy,Cool,FALSE,High,5.214695395,4.071761293,8.025707509,5.115498842
482,Rainy,Cool,TRUE,High,23.87842805,5.699545995,3.241698584,2.931766008
483,Overcast,Cool,FALSE,Normal,19.53451492,14.21406178,3.073396557,4.989076884
484,Rainy,Cool,FALSE,Normal,20.13767029,10.99502583,2.760659759,3.682145972
485,Rainy,Cool,FALSE,High,4.708415938,3.891114303,6.438724819,7.749662289
486,Overcast,Mild,TRUE,Normal,27.64145605,17.54003989,5.335325012,2.726474435
487,Overcast,Cool,FALSE,High,16.54280361,3.467878805,9.052605664,7.852405327
488,Sunny,Hot,FALSE,Normal,1.982707099,7.352476458,5.54777281,1.93899408
489,Sunny,Mild,FALSE,High,19.44725917,18.93241947,1.120117907,3.957316326
490,Sunny,Mild,TRUE,Normal,15.77628094,6.074354841,2.842307466,7.958694445
491,Rainy,Mild,TRUE,Normal,11.77109253,19.43700601,0.900499053,3.925994083
492,Overcast,Mild,FALSE,Normal,0.870898414,13.1778279,5.16436137,5.060266811
493,Rainy,Mild,TRUE,Normal,20.31735379,6.05144829,-1.574810701,4.243617694
494,Rainy,Mild,TRUE,Normal,19.3056948,16.91619488,1.544552246,7.342422109
495,Sunny,Mild,FALSE,High,25.74044648,11.48701879,9.955785322,7.914092405
496,Sunny,Hot,FALSE,Normal,25.48910734,8.937145842,1.148915605,1.620957777
497,Rainy,Hot,FALSE,High,8.587194957,2.8040477,3.306424335,7.781768891
498,Rainy,Mild,FALSE,High,29.84135823,2.577227813,7.301945534,7.731986146
499,Overcast,Hot,TRUE,Normal,5.131190688,17.35617224,8.744275661,4.661758295
500,Sunny,Cool,FALSE,High,16.4845219,13.53669395,4.822848629,3.406565218
501,Rainy,Mild,FALSE,High,22.3511165,8.587157793,6.731990787,4.629705341
502,Rainy,Hot,TRUE,Normal,4.872033184,6.089267675,4.54896054,7.508238175
503,Sunny,Hot,TRUE,Normal,25.43166155,14.64412879,0.241274624,4.717474521
504,Rainy,Mild,FALSE,High,5.171368707,11.67422183,3.928105712,6.729385873
505,Rainy,Cool,FALSE,Normal,9.069880203,6.110955214,-1.494786314,1.685274802
506,Rainy,Hot,TRUE,Normal,5.74412749,2.777702591,7.087413877,1.133334966
507,Overcast,Mild,FALSE,Normal,5.895317434,17.25262026,3.943686517,6.477459541
508,Sunny,Cool,FALSE,High,5.526368423,19.17516588,-2.25624803,3.65328393
509,Rainy,Cool,FALSE,High,10.10763889,4.798580451,9.369102968,1.407074364
510,Overcast,Hot,TRUE,High,25.38161389,2.852816075,5.098854046,1.994510927
511,Rainy,Hot,TRUE,High,21.26158236,1.949417922,4.905297953,4.015740557
512,Rainy,Hot,FALSE,Normal,7.796643166,6.172879655,-0.90268337,5.704981294
513,Sunny,Cool,TRUE,Normal,19.45260522,15.9871639,6.46467473,6.598452282
514,Overcast,Cool,FALSE,Normal,0.765501673,14.71860214,8.416703673,7.770799652
515,Rainy,Mild,TRUE,Normal,14.57467929,6.660270564,6.551182077,2.746228373
516,Overcast,Hot,TRUE,High,29.01846719,18.80412022,9.12065341,6.51213204
517,Sunny,Cool,FALSE,Normal,18.26051991,4.649012719,3.225454421,1.071224457
518,Sunny,Mild,TRUE,High,21.69175155,6.167795358,7.844089987,7.166652356
519,Rainy,Mild,FALSE,High,27.76720518,3.767934228,6.574255775,6.588657197
520,Rainy,Hot,FALSE,Normal,17.97335875,4.367395478,1.965070821,4.037046481
521,Overcast,Cool,FALSE,Normal,13.46939501,8.607319993,4.730483662,3.777653831
522,Sunny,Mild,TRUE,Normal,12.79668318,13.93478196,-0.065555526,4.560742772
523,Sunny,Hot,FALSE,High,5.116110778,8.91139037,8.80443878,3.747208349
524,Rainy,Hot,FALSE,High,0.262002808,18.4114724,2.200484233,2.237413608
525,Sunny,Hot,TRUE,Normal,16.71859687,12.43839399,5.647781401,5.660284622
526,Rainy,Hot,FALSE,Normal,26.83660707,11.1770371,6.031254413,4.832651581
527,Rainy,Hot,FALSE,Normal,8.574124218,12.01316786,-0.024046256,3.87876631
528,Rainy,Cool,TRUE,High,19.56351919,14.6844312,-1.179546308,3.465318254
529,Rainy,Cool,TRUE,Normal,28.19806203,12.43413897,0.838808635,6.788815208
530,Rainy,Hot,TRUE,Normal,8.712539872,16.65574894,-0.34715892,3.558596399
531,Rainy,Cool,TRUE,Normal,6.015584108,14.05619137,0.936362036,1.444436391
532,Overcast,Hot,TRUE,Normal,10.92851474,1.911930157,-1.42743561,6.54428228
533,Rainy,Mild,FALSE,Normal,27.78385815,6.670747579,-1.104924219,3.270835648
534,Overcast,Cool,TRUE,High,8.614124357,12.04058957,1.982619574,2.699124244
535,Sunny,Cool,FALSE,High,2.590297481,0.522761117,8.403855156,7.194584155
536,Overcast,Hot,FALSE,High,15.9817237,8.041752243,8.683720765,5.031545282
537,Overcast,Mild,TRUE,High,1.882868745,12.40782224,1.145676027,3.927181371
538,Overcast,Mild,TRUE,Normal,17.81603455,16.17332153,9.6990337,1.621159933
539,Rainy,Mild,TRUE,High,3.509780062,0.668558439,1.6172159,2.79415023
540,Overcast,Hot,FALSE,High,29.92208463,4.974814247,3.543634964,5.012347948
541,Overcast,Cool,TRUE,Normal,17.01268083,15.53575186,-2.259960813,7.221346617
542,Overcast,Mild,FALSE,Normal,21.5142486,16.14266798,4.59141896,4.22648212
543,Sunny,Hot,FALSE,Normal,18.08546195,4.478404706,7.506298134,4.242555066
544,Sunny,Hot,TRUE,Normal,26.6279512,0.121359618,8.200814042,4.884253827
545,Sunny,Cool,FALSE,High,18.37603771,5.338031984,0.274178174,2.899504705
546,Overcast,Hot,FALSE,Normal,25.45645563,14.70184448,4.533125027,1.114755491
547,Overcast,Mild,FALSE,Normal,25.54896308,1.890999327,1.101916743,5.640561281
548,Rainy,Mild,FALSE,High,27.11288513,3.897694679,-1.297593712,3.397687893
549,Rainy,Hot,TRUE,Normal,21.92397385,15.6869902,-0.455852971,1.417107515
550,Rainy,Cool,FALSE,Normal,21.06412047,1.448878026,2.228044947,6.218602607
551,Sunny,Mild,FALSE,High,24.29073338,1.968226848,-1.549084466,1.665001219
552,Overcast,Mild,TRUE,Normal,22.24845581,17.86894524,4.475923325,6.954552724
553,Rainy,Cool,TRUE,Normal,22.65844593,19.59272953,2.022591629,3.067237071
554,Sunny,Hot,FALSE,High,15.90150039,12.52692216,1.291394536,3.889750475
555,Rainy,Cool,FALSE,Normal,26.11430784,11.46466386,-2.813651795,2.042770109
556,Overcast,Cool,FALSE,Normal,5.468195497,18.33078992,3.668933558,5.008028737
557,Overcast,Mild,FALSE,Normal,7.654677465,11.78000537,4.177257752,7.64693752
558,Overcast,Hot,TRUE,Normal,15.37461747,17.71526759,6.54230033,5.865374998
559,Rainy,Hot,FALSE,Normal,29.64873892,3.970027418,-0.913544022,7.812226447
560,Rainy,Cool,FALSE,Normal,27.002877,5.897221583,1.504695776,4.63487418
561,Sunny,Hot,FALSE,Normal,15.6578728,19.45884838,4.80514354,7.946496532
562,Overcast,Cool,FALSE,Normal,25.15549622,17.30697836,8.402341381,7.401964379
563,Overcast,Mild,TRUE,High,13.99424651,19.78507738,-0.751163148,7.752684918
564,Overcast,Hot,FALSE,High,23.53463054,0.435676883,1.005905281,7.253801346
565,Sunny,Mild,TRUE,High,26.63561093,16.72925435,3.286793189,4.675414753
566,Rainy,Hot,FALSE,Normal,3.182643189,16.92317411,0.260375754,3.62271313
567,Overcast,Cool,FALSE,High,19.77765373,2.217730572,6.151544709,1.669915313
568,Overcast,Hot,FALSE,Normal,29.00729998,1.204267977,6.867225871,5.783787159
569,Sunny,Mild,FALSE,High,17.27537889,9.333005868,5.529877952,6.992272983
570,Sunny,Cool,FALSE,Normal,1.490170865,11.47817803,5.079443054,7.136381837
571,Rainy,Hot,FALSE,High,0.226548557,3.639337653,-0.559787981,7.08663804
572,Sunny,Mild,FALSE,High,3.232233062,8.693919302,7.083769666,6.443758139
573,Rainy,Cool,TRUE,Normal,2.859246223,10.59846871,-1.742526109,4.532788069
574,Overcast,Hot,FALSE,Normal,24.82549505,18.91418382,-0.477381371,7.82907616
575,Rainy,Cool,FALSE,High,12.88698905,12.02687421,9.865012752,5.804454006
576,Rainy,Cool,TRUE,Normal,8.32731243,17.57232762,1.617306369,4.799944002
577,Rainy,Cool,TRUE,Normal,27.88529973,9.453406126,-2.513308724,3.320306184
578,Overcast,Cool,FALSE,Normal,27.09545012,18.70476633,-2.307965586,7.674842108
579,Overcast,Hot,FALSE,Normal,7.848349308,3.183730797,4.040458505,1.500755198
580,Rainy,Hot,TRUE,Normal,10.09401893,18.96202366,9.903125634,1.729101496
581,Sunny,Cool,TRUE,Normal,13.75256971,7.00831527,-1.671997747,7.635772674
582,Rainy,Mild,TRUE,High,7.132108235,0.358186147,5.056369345,1.323089166
583,Sunny,Cool,FALSE,Normal,11.11315804,1.99957915,5.54089661,2.404671933
584,Rainy,Mild,FALSE,Normal,19.24908178,1.037039705,-1.467226451,7.642626567
585,Overcast,Mild,TRUE,Normal,4.876542925,17.48569234,5.577405489,1.215650619
586,Overcast,Cool,FALSE,Normal,16.59705314,9.05016777,1.208847683,7.662299539
587,Overcast,Cool,TRUE,Normal,15.69385196,19.37796019,3.503924597,1.294651192
588,Rainy,Cool,TRUE,High,0.577296557,16.71191613,9.819618181,5.425054792
589,Sunny,Cool,TRUE,Normal,3.017676009,13.03717151,8.546236667,6.369099608
590,Overcast,Mild,FALSE,Normal,16.53341661,13.36721962,-2.717616307,3.412281557
591,Overcast,Hot,FALSE,High,0.26257707,3.328875693,6.923342348,7.071509456
592,Overcast,Hot,FALSE,High,22.49971228,9.345677236,-0.873181974,4.91788091
593,Rainy,Cool,FALSE,High,19.69252213,3.858949821,9.183933312,3.832831512
594,Rainy,Mild,FALSE,Normal,16.28603831,3.351022487,5.243097047,2.717985109
595,Rainy,Mild,FALSE,Normal,13.51137332,17.53025745,-2.4435207,6.386313392
596,Sunny,Hot,FALSE,Normal,22.85320654,17.28677161,-2.543456564,7.350621837
597,Sunny,Cool,FALSE,Normal,28.67773583,5.457195103,4.686556712,3.971653481
598,Sunny,Hot,FALSE,Normal,16.67349267,19.15240225,-2.729801041,7.080314473
599,Rainy,Mild,FALSE,Normal,27.69787422,18.82139845,1.596559243,4.255922573
600,Sunny,Cool,FALSE,High,28.94783364,8.656446753,-2.768280872,5.216133115
601,Sunny,Hot,TRUE,High,15.5767893,13.48199658,4.029404642,5.476610289
602,Sunny,Cool,TRUE,High,5.365705878,10.48162043,-2.217718157,3.034755473
603,Overcast,Mild,TRUE,High,3.037947196,11.89875075,-1.622857429,2.474867479
604,Rainy,Hot,FALSE,Normal,22.60018494,17.45672023,7.46983316,3.847602427
605,Sunny,Hot,TRUE,High,10.39153135,9.390109212,1.065363842,5.775892098
606,Rainy,Mild,FALSE,Normal,25.85985249,18.58541704,-1.84371114,2.411145997
607,Rainy,Mild,TRUE,High,14.91704035,13.31877768,8.442989723,2.289510092
608,Overcast,Mild,TRUE,Normal,10.38473259,11.3094124,3.129973457,3.272554143
609,Rainy,Mild,FALSE,Normal,26.08811735,1.69614419,0.545813782,2.590992151
610,Rainy,Mild,FALSE,High,26.14703048,6.789623717,9.323165058,5.23423814
611,Sunny,Cool,FALSE,Normal,13.90145209,9.134741346,1.441326349,3.588115479
612,Overcast,Cool,FALSE,Normal,9.728576657,4.911715341,3.378013779,1.993953128
613,Rainy,Cool,FALSE,High,25.02338772,1.406942297,2.332443717,6.88323001
614,Sunny,Hot,TRUE,High,24.89790021,12.7636352,-2.052608762,7.182207506
615,Overcast,Mild,FALSE,Normal,25.83034546,10.98829292,4.863594322,5.835321151
616,Overcast,Mild,FALSE,High,16.54927046,15.14119945,4.479235044,5.014010237
617,Rainy,Mild,TRUE,High,22.43869296,2.529028961,-1.880486144,7.319021718
618,Overcast,Mild,TRUE,Normal,17.41793107,4.508512876,-2.69852445,7.525112538
619,Overcast,Hot,TRUE,High,6.284831228,2.412473436,1.460092696,7.278193526
620,Rainy,Mild,TRUE,Normal,27.39931493,15.78627274,4.857971726,3.227852645
621,Sunny,Hot,TRUE,Normal,2.022699011,19.2228974,3.224599197,3.376630075
622,Overcast,Hot,FALSE,High,2.964956255,19.9964735,2.549820867,3.150664727
623,Sunny,Mild,TRUE,Normal,21.30201165,9.272792938,6.606290384,2.312913348
624,Overcast,Cool,TRUE,High,16.60968733,16.11471794,2.257609874,2.45511175
625,Sunny,Mild,FALSE,High,17.66023993,17.53268494,6.190061338,3.366086576
626,Overcast,Cool,FALSE,High,20.7221133,5.814837536,1.551530808,3.149942383
627,Overcast,Mild,TRUE,Normal,11.82884062,7.220089198,5.252926311,6.468280115
628,Overcast,Hot,TRUE,High,29.61859639,3.397515933,0.286858202,4.826321572
629,Sunny,Cool,FALSE,Normal,4.099469419,18.46145057,-0.589802173,3.436289734
630,Overcast,Hot,TRUE,Normal,13.07327515,9.484624145,4.455404964,4.276200282
631,Rainy,Mild,TRUE,High,5.115405039,3.530934389,0.728773744,3.278170996
632,Rainy,Mild,TRUE,High,6.981479588,7.601361032,-2.322557338,3.602836806
633,Sunny,Mild,TRUE,High,20.02765203,5.946214561,3.632824636,4.249459927
634,Sunny,Cool,FALSE,Normal,4.614419195,5.005737356,7.022931714,6.710437816
635,Overcast,Cool,TRUE,Normal,27.18554589,9.146060441,7.094703207,7.378139496
636,Rainy,Mild,FALSE,Normal,0.429170752,9.905659386,8.568282248,5.641300698
